UtilizationUnitID,AverageLoad,PeakLoad,MedianLoad,RatedPVpower,AnnualConsumption,AccumualtedEnergy,UtilizationHours,InjectionHours,PowerDrawn,PowerInjected,BatterySize
140992,0.13,1.64,0.08,5,638,443,4393,3475,2.3,3.35,High
185303,0.18,1.93,0.06,4,680,704,4343,3189,1.9,5.46,Medium
165485,1.96,25.85,5.68,18,26979,17183,6707,1329,37.38,11.76,High
189500,0.6,7.81,0.49,12,4615,5941,6272,2636,7.25,6.03,High
191749,1.87,10.91,7.83,18,96617,47340,6729,1777,35.54,12.58,High
212258,0.17,0.8,0.3,4,723,206,4009,3023,2.32,5.71,Medium
199243,0.26,5.81,0.66,10,876,3917,5377,2249,6.38,10.92,High
115314,0.11,0.57,0.1,6,653,553,4641,3724,2.06,4.19,Medium
160530,9.6,34.58,4.45,23,35344,23025,7294,1563,10.65,15.95,High
119249,6.1,26.25,6.48,24,80424,65838,6910,1276,11.55,13.05,High
173448,4.62,18.5,2.57,25,31130,13839,7442,1891,38.42,14.49,High
122468,0.32,3.56,0.64,13,7596,1632,6203,2206,5,9.06,Medium
160261,0.54,2.48,0.41,9,2524,2911,5247,2344,6.41,10.1,High
203163,0.62,7.59,0.92,13,7563,9938,5437,2811,2.97,7.86,Medium
200977,0.07,0.8,0.05,5,700,911,4669,3482,2,3.79,Low
123444,0.09,1.78,0.24,3,723,178,4628,3510,1.65,4.9,High
178725,0.07,1.69,0.24,3,688,763,4400,3163,1.53,5.96,Low
116018,3.87,34.26,5.18,21,94971,58221,6452,1074,24.74,13.66,Medium
196644,0.77,6.94,0.34,12,2831,5374,6309,2187,3.46,7.11,High
211619,0.04,1.87,0.22,3,721,816,4117,3579,2.09,5.08,Medium
189164,0.78,7.36,0.6,10,4704,6656,5831,2926,4.71,8.01,Medium
191445,9.91,22.35,11.86,22,37884,18273,7374,1331,38.81,12.98,High
169281,8,32.09,8.37,18,87328,50716,7512,1623,32.44,13.03,High
136523,10.58,30.64,1.86,17,31055,72153,7279,1649,25.85,14.28,Medium
150743,0.32,6.69,1.09,10,4629,8616,5950,2573,6.46,6.2,High
189289,0.13,1.78,0.23,5,677,283,4637,3687,1.59,4.87,Medium
126777,0.35,5.67,0.77,10,7633,6487,5364,2358,4.36,10.4,Medium
138580,4.61,33.58,5.06,15,65297,17557,7172,1386,38.42,15.53,High
179090,0.11,1.25,0.15,5,697,248,4586,3395,2.44,4.15,Low
170965,0.08,0.82,0.22,4,723,536,4768,3009,1.68,3.21,Medium
156534,2.52,23.85,5.94,24,33192,26529,7457,1304,38.57,11.47,High
186346,0.57,2.95,0.38,9,5573,3812,5501,2738,5.36,10.26,Medium
185513,0.06,1.18,0.2,5,654,487,4052,3596,1.75,3.32,Low
145928,0.13,1.71,0.09,6,683,909,4842,3538,1.74,5.21,High
116462,0.79,6.82,1.08,10,7768,8459,5738,2691,8.22,8.14,Medium
141268,0.73,4.68,0.82,11,6834,6873,6008,2083,8.73,6.73,Medium
112318,0.27,7.21,0.84,9,6495,7097,5470,2226,7.65,10.82,High
111771,0.15,1.3,0.19,3,720,942,4153,3642,2.34,3.2,Medium
154780,3.92,18.6,7.06,24,94572,45443,7092,1832,31.84,12.09,High
156072,0.23,8.64,0.72,10,2278,9102,5430,2165,8.59,7.89,High
211098,9.44,38.03,5.25,19,17749,42057,6651,1948,30.55,13.86,High
189803,0.17,1.54,0.09,8,692,990,4658,3974,2.25,5.66,Medium
123015,6.58,25.56,7.49,17,51759,18772,6638,1274,26.34,11.53,High
162463,0.72,5.9,0.75,14,3007,5604,5427,2288,5.79,10.43,Medium
202313,5.08,10.52,5.4,23,99429,64318,7413,1041,17.11,14.75,High
179778,0.72,6.8,0.92,11,1984,3268,5612,2802,8.2,6.43,High
165460,0.46,6.55,0.43,12,5088,7443,5259,2502,6.1,6.01,Medium
202075,0.05,1.56,0.05,3,676,635,4147,3036,1.71,4.97,Medium
197497,0.39,7.75,0.59,13,1183,1020,5718,2294,4.44,10.01,High
177098,0.04,0.79,0.11,3,740,656,4099,3464,2.1,3.87,Medium
191810,9.58,31.92,5.48,16,98805,23027,7559,1802,15.05,15.88,High
189234,10.86,15.24,2.45,21,36488,34893,7544,1275,29.16,15.93,High
126176,0.19,0.54,0.08,6,643,341,4214,3720,2.36,3.03,Low
162021,0.35,5.23,1.01,13,6056,2099,5936,2957,5.3,8.44,Medium
188412,0.06,0.84,0.24,4,684,540,4837,3143,1.59,4.81,High
198086,10.95,34.32,1.98,23,66553,72380,6415,1959,29.57,11.25,Medium
179775,0.41,6.12,0.93,10,7212,5966,6009,2368,3.21,8.99,Medium
155504,6.39,11.75,9.26,19,39612,77788,7530,1835,35.88,12.29,High
130492,0.19,1.61,0.14,3,622,675,4960,3777,2.31,4.11,Low
204762,0.2,1.45,0.04,8,637,174,4223,3155,1.53,4.49,Medium
182771,9.11,16.66,1.33,25,22094,72428,7480,1037,31.83,15.53,High
187861,5.79,19.82,1.3,21,93728,44506,6599,1415,10.66,15.87,Medium
164540,0.27,5.38,0.63,9,3848,9055,5320,2226,7.53,6.8,Medium
185732,0.62,6.52,0.76,10,4198,8660,5656,2022,7.64,8.82,High
176783,0.88,5.84,0.64,10,1719,5466,6357,2818,7.45,7.8,Medium
177443,0.11,0.64,0.09,4,675,377,4606,3531,2.49,5.73,Medium
207936,0.11,1.48,0.28,7,723,176,4277,3684,1.77,4.23,High
117847,7.14,22.31,6.61,20,12113,64296,7463,1954,20.41,15.04,Medium
123471,0.85,3.94,0.48,11,1887,5250,6294,2389,5.53,9.31,Medium
142921,2.16,18.42,9.16,17,57044,68873,6628,1313,36.87,11.77,High
140233,0.31,6.5,0.72,13,7549,3351,6316,2146,4.67,9.01,Medium
116962,10.9,29.96,5.13,23,11839,62630,6610,1938,21.14,13.14,Medium
184610,0.16,1.68,0.24,4,735,296,4216,3221,2.24,3.96,High
207667,9.58,26.31,4.11,20,57951,17246,7059,1549,31.88,12.06,Medium
162684,0.27,5.81,1.04,13,7347,8431,6325,2752,6.15,8.62,Medium
213856,0.18,1.97,0.24,6,703,670,4571,3482,1.91,4.17,High
122010,0.3,5.34,1.17,11,6305,2917,6284,2328,3.97,8.72,Medium
131322,8.38,28.97,9.17,19,17996,44478,6654,1128,23.66,15,Medium
174375,0.68,3.61,0.63,10,834,4047,5162,2115,8.4,8.61,High
142900,5.7,32.25,3.38,24,29501,54405,6830,1064,39.44,13.18,Medium
133617,0.13,0.52,0.11,3,682,131,4454,3244,1.53,3.21,Low
141682,0.14,1.03,0.09,8,631,642,4348,3388,1.96,4.9,High
114342,0.14,1.43,0.16,6,648,802,4782,3119,2.24,5.71,Low
179520,0.37,4.67,1.05,13,4759,9988,5961,2205,8.72,9.47,Medium
212856,0.61,7.53,0.75,11,2548,8484,5139,2046,6.59,10.44,High
144405,0.16,1.18,0.12,3,706,100,4316,3255,2.28,3.05,Medium
131492,0.05,1.19,0.21,4,678,781,4520,3713,2.23,4.38,Low
200670,5.42,12.26,11.38,15,62831,34443,6781,1144,27.68,15.61,High
195344,0.3,2.28,0.49,14,3156,1267,5832,2928,6.1,6.91,Medium
144031,0.7,3.87,0.53,10,3643,3559,5350,2923,6.34,9.9,Medium
144882,11.05,12.65,10.32,24,84632,47518,6957,1700,38.89,11.64,High
194236,3.11,23.05,2.99,16,59935,38713,6641,1072,30.85,15.23,Medium
143061,0.79,5,1.02,12,6301,1398,6328,2374,3.32,10.24,Medium
169107,0.16,0.51,0.16,4,688,899,4619,3664,1.5,5.91,High
142885,0.15,0.74,0.03,4,642,815,4653,3092,2.47,3.29,Low
189559,0.59,4.74,1.04,10,7777,9988,5423,2668,3.25,9.2,Medium
188923,11.27,35.25,7.54,18,23317,57172,7569,1149,31.19,15.17,High
158386,0.71,5.16,0.74,12,3541,9476,5317,2923,6.01,8.61,Medium
198867,2.54,26.89,1.66,21,31476,70228,6636,1582,16.03,12.93,High
152033,0.6,6.38,1.12,12,7856,8148,5565,2163,6.43,7.01,Medium
167476,11.56,10.04,10.84,20,10109,67068,6898,1021,24.79,14.79,High
188573,4.93,39.13,4.86,22,25903,42886,6789,1680,12.04,12.25,High
203880,0.87,5.61,0.78,12,5519,1036,5719,2202,8.66,10.27,Medium
162272,0.1,1.9,0.23,8,695,383,4484,3591,2.35,4.73,Low
182351,0.6,6.54,0.68,11,5948,5023,6137,2587,3.19,6.09,Medium
207213,0.81,7.14,1.03,14,1824,2786,5384,2589,4.41,7.8,Medium
177913,2.55,36.31,8.73,17,89840,20265,6956,1817,32.06,13.87,High
198228,0.14,1.08,0.16,6,668,130,4197,3909,1.75,5.21,Low
194283,0.29,6.72,0.46,9,6819,2165,5423,2988,8.63,9.45,Medium
133874,0.54,5.99,0.79,14,4749,6285,5655,2517,2.74,7.15,Medium
140544,3.26,17.57,4.82,25,30374,41779,6748,1923,12.37,12.22,High
162141,6.92,10.88,2.29,15,38851,36268,6428,1348,38.62,15.58,High
127454,4.46,23.67,2.18,16,76921,36738,7203,1819,24.62,11.22,High
133002,0.88,4.68,0.8,11,4441,1576,5149,2344,2.57,8.38,Medium
178397,0.15,0.8,0.05,6,713,768,4191,3726,2.12,4.4,Low
128242,4.14,19.54,10.23,24,67976,57483,7068,1617,26.23,15.55,High
156147,0.14,1.13,0.22,8,732,135,4276,3262,1.81,4.56,Low
122345,0.42,4.01,0.77,13,1626,6895,5895,2318,3.57,6.54,Medium
134453,0.13,1.62,0.19,3,632,877,4279,3605,2.38,3.97,Low
130860,0.28,2.83,0.65,12,2063,5241,5033,2512,6.77,10.58,Medium
191253,0.08,0.8,0.06,7,658,397,4624,3454,1.93,5.27,Low
118475,8.95,17.91,11.86,17,48405,42447,6874,1537,33.83,15.01,High
114102,0.07,1.64,0.02,7,644,901,4595,3328,1.92,3.26,Low
145434,0.39,4.26,1.06,13,3577,3404,6142,2789,7.64,7.45,Medium
155900,0.16,0.67,0.2,3,698,731,4539,3310,2.37,5.65,Low
173353,3.06,39.23,5.59,18,12448,48978,6894,1829,22.61,15.5,High
205768,0.1,1.81,0.14,3,713,882,4297,3142,1.77,3.74,Low
161227,11.2,20.37,2.71,18,46705,63807,6517,1909,10.33,15.26,High
117928,0.05,1.4,0.24,5,662,684,4842,3036,2.31,3.29,Low
151911,0.57,5.77,0.39,11,5475,3538,5677,2995,4.26,6.82,Medium
148921,4.48,22.74,6.69,19,71613,33369,7460,1161,21.56,12.77,High
189579,0.63,5.83,0.52,13,2584,4198,6209,2915,8.9,8.3,Medium
173072,1.63,25.37,3.01,22,38033,37388,6659,1126,25.5,14.41,High
139583,11.62,33.44,9.25,20,72529,50776,6670,1882,23.92,14.65,High
190362,0.31,8.3,1.16,14,3648,9965,5894,2581,8.33,7.87,Medium
126612,11.52,14,2.65,18,75128,51082,7043,1768,31.87,15.71,High
158734,0.88,6.84,1,13,2388,2807,6338,2857,3.04,8.61,Medium
170968,7.28,18.51,5.76,21,97156,33382,6720,1297,39.22,15.12,High
196499,0.9,2.63,0.5,10,774,9514,5689,2813,8.44,10.37,Medium
117760,0.19,0.73,0.11,4,673,828,4415,3566,1.61,3.78,Low
192449,0.6,5.54,0.99,12,4524,3233,6035,2477,7.41,7.37,Medium
111332,0.05,1.72,0.28,6,633,583,4211,3431,1.54,4.12,Low
169866,0.08,0.72,0.19,8,644,203,4686,3676,1.77,4.65,Low
213505,0.34,5.31,0.78,10,7939,8597,5421,2235,4.61,8.86,Medium
162144,5.16,34.66,6.53,25,52691,47240,6532,1743,16.02,14.92,High
177525,0.36,6.53,0.86,9,5555,7371,6088,2658,2.79,10.59,Medium
113323,0.16,0.98,0.22,6,740,458,4813,3633,2.26,4.23,Low
127568,0.14,0.87,0.22,6,690,694,4713,3438,1.52,4.66,Low
137125,9.63,22.26,2.51,21,8953,47956,7474,1246,10.26,14.64,High
201240,0.59,5.03,1.07,10,3410,9641,6067,2538,2.93,9.06,Medium
210932,0.52,7.26,0.37,9,3336,6099,6234,2500,7.63,7.04,Medium
122695,8.09,19.93,3.81,24,44046,67076,7366,1955,36.41,14.25,High
188957,10.25,31.88,9.14,25,56768,61133,7224,1271,33.53,12.75,High
141988,0.18,1.81,0.09,8,628,872,4097,3424,2.27,4.6,Low
174741,5.61,17.98,11.55,15,87578,15553,7231,1855,17.23,15.1,High
206306,0.58,2.83,0.96,9,3812,7433,5786,2625,4.7,6.18,Medium
143407,0.42,4.09,0.84,10,5334,2406,6322,2877,2.86,8.2,Medium
173111,5.53,10.29,11.62,20,10596,26601,7020,1440,17.2,13.98,High
163168,0.07,1.11,0.2,8,707,287,4541,3310,1.57,4.27,Low
123786,0.1,1.19,0.28,8,639,367,4256,3029,1.68,3.1,Low
179299,0.04,1.8,0.27,6,654,153,4565,3102,1.54,3.9,Low
128466,0.26,6.52,1,10,2492,6448,5065,2884,4.93,7.5,Medium
148107,0.09,0.61,0.29,3,693,571,4667,3750,1.8,4.68,Low
180186,0.69,4.59,0.32,12,2223,4977,6042,2712,5.19,8.2,Medium
166721,0.54,3.76,0.6,11,3596,7623,5029,2451,4.21,6.96,Medium
120214,0.77,5.51,0.92,13,5608,3036,5764,2155,8.6,10.39,Medium
175172,9.13,27.36,6.51,21,8936,57338,6812,1907,33.79,12.25,High
202053,0.07,1.48,0.25,7,683,638,4625,3826,1.57,4.42,Low
148496,0.33,6.86,1.18,11,7864,3932,5095,2850,6.06,7.82,Medium
212523,0.16,1.47,0.27,4,729,823,4732,3757,2.14,4.04,Low
147438,0.87,7.71,0.62,10,1866,7229,5185,2897,5.86,10.45,Medium
212840,0.4,6.24,0.79,9,5397,6759,6283,2566,7.75,7.62,Medium
211546,0.83,7.78,0.68,12,5546,3029,6264,2723,8.29,8.51,Medium
178159,0.1,0.95,0.07,5,635,515,4226,3688,1.99,5.88,Low
128128,0.65,4.58,1,12,2780,3229,5376,2877,6.03,9.19,Medium
164435,0.43,7.9,0.54,12,6096,4416,5641,2685,3.49,6.08,Medium
167077,0.04,1.26,0.06,4,688,517,4377,3831,2.45,3.37,Low
166843,0.07,1.6,0.13,3,720,287,4312,3233,1.82,5.33,Low
166676,0.78,3.18,0.33,14,5419,7173,5853,2294,3.96,6.71,Medium
127419,0.84,2.35,0.71,14,5057,4572,6152,2723,4.98,8.66,Medium
127895,0.17,1.23,0.28,4,734,461,4261,3080,1.68,5.61,Low
201779,11.69,34.9,4.08,23,89582,29935,6408,1742,13,14.8,High
184760,0.6,4.37,1.07,12,2297,7589,5126,2237,6.03,7.67,Medium
182070,0.37,2.12,0.37,11,6900,6745,5684,2333,7.96,7.71,Medium
210777,4.59,25.52,11.54,18,76862,27444,6765,1446,14.13,11.16,High
180741,9.89,24.21,5.37,24,75210,22047,6646,1851,23.67,15.09,High
152196,0.27,4.71,0.56,9,7181,6882,5478,2112,8.91,8.49,Medium
149775,0.05,1.54,0.11,3,734,885,4640,3844,2.46,3.09,Low
158217,0.25,3.86,0.99,11,1259,1691,5163,2500,7.1,9.85,Medium
159377,0.1,1.33,0.08,5,698,805,4528,3542,1.59,4.06,Low
182884,11.04,37.27,6.04,20,33455,30360,6882,1944,19.76,11.64,High
139566,0.75,7.23,0.31,14,3079,2946,6240,2704,3.25,8.11,Medium
182036,1.71,33.89,9.21,25,64904,25245,6610,1414,29.43,12.16,High
143289,7,22.66,3.11,20,64965,17025,6532,1341,33.3,15.01,High
143315,0.25,2.91,0.85,10,3308,8696,5667,2709,5.75,9.81,Medium
146766,0.1,0.96,0.23,3,638,256,4944,3358,2.08,4.08,Low
190984,7.04,19.97,8.44,21,40900,45476,7577,1417,36.27,12.58,High
138771,0.05,1.94,0.3,8,647,503,4694,3126,2.25,4.44,Low
192145,8.86,27.55,7.4,18,54718,15189,6769,1637,16.56,15.46,High
181627,0.68,3.21,1.2,10,4601,2905,5751,2008,8.13,8.61,Medium
131817,9.35,24.57,9.77,15,27732,20934,6723,1794,27.12,11.17,High
135072,0.09,0.73,0.28,8,626,273,4882,3474,1.69,3.75,Low
136097,0.19,0.69,0.13,6,674,815,4245,3998,1.51,5.76,Low
142571,0.49,6.37,0.44,12,1601,6884,5649,2408,4.37,7.26,Medium
165372,8.91,12.47,6.82,21,78862,79845,7380,1926,9.62,12.92,High
143249,0.49,3.2,0.44,11,1809,5160,5146,2935,3.23,10.46,Medium
127825,0.18,0.62,0.27,3,725,462,4488,3186,1.72,5.49,Low
118124,0.07,1.71,0.23,8,657,277,4337,3226,1.77,4.61,Low
195593,3.45,14.05,9.15,16,32872,69184,7059,1333,21.97,15.92,High
204163,4.12,9.94,11.61,17,37333,72050,7207,1639,29.76,14.6,High
126241,0.4,8.25,0.6,10,3243,7769,5787,2568,6.57,8.22,Medium
131035,10.78,19.71,8.17,16,70363,44023,7260,1957,25.08,12.88,High
202796,0.22,3.24,1.11,9,5181,1240,6283,2582,4.31,10.78,Medium
124290,0.06,1.87,0.02,4,686,472,4501,3100,1.79,3.64,Low
166180,0.04,1.84,0.28,6,632,774,4051,3355,1.58,4.69,Low
116711,3.86,21.5,4.84,21,43736,17567,6888,1496,16.45,13.86,High
115416,0.75,3.49,0.53,12,7522,4590,6195,2672,3.89,7.67,Medium
134615,0.18,1.72,0.28,4,639,852,4894,3348,2.06,5.82,Low
117238,4.9,31.62,6.02,15,89645,25593,7413,1077,21.13,11.23,High
197027,0.39,6.07,0.32,10,2710,2725,5870,2441,4.02,8.42,Medium
210462,10.79,16.76,1.68,21,49534,72940,7564,1477,39.11,13.29,High
189258,0.4,2.26,0.6,10,6444,8736,5139,2277,7.78,10.2,Medium
158360,10.24,25.52,9.49,17,71332,41965,7223,1546,11.21,15.93,High
203860,7.58,26.3,9.83,18,15767,37253,6825,1594,27.23,15.87,High
181101,0.5,2.22,1.01,9,2830,3586,6128,2749,7.07,10.71,Medium
214074,0.2,1.97,0.2,4,640,301,4038,3115,1.69,3.72,Low
165667,0.09,0.91,0.24,8,691,656,4822,3851,1.83,3.66,Low
195945,0.19,1.94,0.06,4,644,444,4788,3021,1.75,5.48,Low
202028,0.4,4.34,0.75,9,5967,7983,5839,2547,8.1,6.66,Medium
162293,0.49,5.04,0.52,11,2880,1779,5109,2654,5.44,10.36,Medium
158930,0.19,1.28,0.19,4,641,717,4889,3754,1.7,3.97,Low
144357,0.1,1.3,0.17,3,627,287,4639,3302,2.02,3.17,Low
120067,0.23,7.46,0.47,11,1306,4425,5183,2107,6.25,10.43,Medium
134530,0.61,7.88,0.87,9,5364,9521,5799,2573,3.57,7.05,Medium
150586,5.09,30.53,3.66,25,92717,65237,7409,1933,39.07,12.53,High
165133,0.09,1.03,0.07,6,634,267,4699,3705,1.87,4.33,Low
200639,0.14,1.9,0.25,6,737,486,4048,3090,2.18,4.44,Low
151430,0.36,8.54,0.98,11,5559,3082,5499,2801,7.8,10.75,Medium
194869,0.16,0.67,0.13,5,648,706,4655,3093,2.02,4.43,Low
138240,0.26,7.99,0.63,10,4067,8782,5540,2140,8.41,10.83,Medium
207253,0.33,2.03,0.72,12,6449,1278,5916,2908,3.06,9.23,Medium
113293,5.71,27.18,9.13,23,68985,34449,7031,1140,12.45,14.95,High
171112,6.09,28.12,1.29,22,76685,23139,6947,1426,26.36,14.7,High
207519,5.99,35.78,5.66,20,48801,39951,6993,1097,36.82,15.15,High
123132,0.25,4.28,0.63,11,6652,9034,5255,2226,2.87,10,Medium
169346,0.81,4.19,0.78,12,5672,9803,5161,2298,4.58,8.9,Medium
170898,0.81,4.91,0.48,12,6298,2401,5999,2198,3.96,9.61,Medium
188788,0.61,6.84,1.08,10,965,1619,5864,2538,4.25,9.6,Medium
164096,6.21,22.07,3.91,16,71815,42680,6935,1408,17.36,13.37,High
115296,0.19,0.99,0.24,4,658,513,4336,3787,2.22,3,Low
184684,0.75,8.81,1.1,13,7760,4406,6106,2636,5.57,7.45,Medium
160432,0.08,0.66,0.18,4,643,574,4950,3483,1.59,4.51,Low
128746,7.75,11.96,9.26,17,59895,44787,6952,1408,13.01,15.33,High
158446,1.46,27.82,7.01,15,88914,34588,7282,1017,39.29,13.1,High
192983,0.08,1.03,0.1,7,702,405,4459,3463,1.55,4.34,Low
147804,0.49,7.95,0.84,12,4862,9964,6041,2491,7.98,6.18,Medium
194496,0.09,1.92,0.28,3,683,169,4454,3502,2.01,3.92,Low
188582,0.38,3.18,0.45,13,3818,2440,5415,2610,6.54,7.71,Medium
152252,0.25,5.77,0.65,9,4270,3479,5695,2473,6.84,6.72,Medium
121486,0.1,0.67,0.12,3,658,171,4378,3521,2.13,5.83,Low
167375,0.82,2.09,0.92,11,2173,9095,5726,2677,7.57,6.96,Medium
130331,0.74,8.98,0.35,11,2486,9318,6203,2489,5.32,9.62,Medium
178634,0.13,1.32,0.03,3,699,597,4180,3195,2.02,4.57,Low
161667,0.56,3.95,0.58,12,4924,5928,6269,2673,2.63,7.46,Medium
200402,0.07,1.6,0.14,4,677,204,4554,3531,2.46,5.16,Low
124823,0.56,5.84,0.5,9,6811,3643,6018,2892,6.77,9.41,Medium
169680,4.46,36.58,6.49,19,97046,59215,7556,1781,22.28,14.97,High
136370,0.27,3.24,0.4,14,2786,6728,6202,2503,6.39,8.18,Medium
148083,3.04,28.04,2.76,17,76300,71000,6419,1043,10.56,13.78,High
204564,2.46,34.39,10.91,24,38593,38271,6413,1007,23.97,15.7,High
165355,0.05,0.71,0.09,6,671,156,4775,3947,1.85,3.64,Low
194895,0.11,1.31,0.2,8,732,696,4266,3379,2.28,4.95,Low
163554,0.12,0.56,0.1,3,698,380,4236,3823,2.31,3.99,Low
206041,0.08,1.94,0.09,6,658,952,4079,3481,1.79,5.74,Low
181044,0.27,6.61,0.88,14,1949,8282,5513,2176,2.77,10.05,Medium
122409,10.57,34.1,11.11,16,75260,18066,7118,1663,27.13,15.94,High
183991,7.65,31.18,3.1,21,95588,41546,7224,1193,11.59,13.53,High
121824,0.04,0.77,0.21,3,704,997,4278,3723,2.4,4.11,Low
173436,4.82,34.03,2.56,16,93847,21358,7588,1086,12.78,14.09,High
153645,2.71,20.27,7.96,15,37254,48818,6485,1868,31.44,13.23,High
213641,11.96,27.82,9.98,22,16928,15056,7216,1005,28.93,14.42,High
201557,0.05,1.05,0.07,4,722,651,4046,3534,1.81,3.96,Low
184243,0.72,8.46,0.89,14,1622,5361,5355,2562,6.82,7.34,Medium
212076,0.15,1.49,0.08,6,710,426,4005,3381,2.09,3.74,Low
181043,0.65,3.59,0.48,10,7357,4855,5505,2985,8.93,7.8,Medium
167328,5.15,34.41,6.21,22,89128,19613,7474,1726,20.2,14.04,High
188275,0.04,1.25,0.21,5,653,950,4453,3246,1.86,3.29,Low
195482,0.06,1.92,0.14,6,631,455,4966,3123,2.04,5.49,Low
181779,10.85,39.26,6.82,17,11829,76078,6953,1435,17.08,13.86,High
181729,0.05,0.93,0.28,7,625,794,4527,3380,2.12,4.43,Low
190012,0.8,4.97,0.49,10,5545,3621,5952,2915,7.75,6.12,Medium
144132,0.17,0.75,0.22,6,663,587,4714,3687,2.35,5.9,Low
139940,9.7,14.96,9.09,24,76790,39836,6621,1825,29.96,12.87,High
132621,0.8,3.37,0.74,10,6173,9861,5863,2943,7.1,8.83,Medium
144500,0.05,1.91,0.18,8,668,694,4165,3433,1.81,3.28,Low
158605,0.15,1.34,0.19,6,652,153,4219,3788,1.67,3.77,Low
204721,0.06,1.34,0.04,6,673,376,4418,3034,2.17,5.33,Low
168330,0.2,0.69,0.29,5,711,561,4377,3414,2.04,3.86,Low
193685,0.44,3.22,0.64,14,7287,4754,5731,2483,7.13,6.07,Medium
212055,10.03,16.66,9.9,22,27459,36197,7116,1356,18.93,13.26,High
202584,0.45,4.92,0.58,12,4862,5106,5610,2223,7.68,10.98,Medium
201335,0.16,1.59,0.07,4,723,519,4488,3896,2.07,5.27,Low
133464,2.48,27.61,5.18,19,98975,53148,7507,1425,26.73,15.11,High
121755,5.87,25.42,9.09,23,64012,28709,6594,1021,14.73,14.31,High
113316,3.31,20.7,5.45,22,99296,44691,6479,1193,32.72,13.36,High
166905,0.61,4.07,0.42,14,5340,1730,5374,2643,4.69,8.74,Medium
124609,0.17,1.13,0.13,8,690,788,4218,3290,2.01,5.25,Low
141811,4.46,12.06,2.47,21,47159,76001,6436,1448,15.34,14.55,High
117403,0.09,1.03,0.25,8,641,687,4072,3808,2.46,3.4,Low
150116,2.54,34.83,8.35,23,82111,16480,6872,1213,12.21,12.53,High
181544,0.35,8.3,0.38,12,1054,7874,6065,2876,4.61,9.02,Medium
124805,0.38,5.4,0.58,13,6625,1963,5959,2411,6.2,9.52,Medium
192472,0.54,8.32,1.18,13,7579,9088,5783,2263,7.18,7.28,Medium
204031,0.48,3.64,0.36,13,7577,6198,5872,2818,5.6,10.9,Medium
196607,10.1,22.7,11.2,21,20484,55085,6955,1440,34.3,13.78,High
150201,0.6,6.73,0.49,9,2559,1236,6390,2498,3.49,10.14,Medium
172212,0.08,1.41,0.23,3,688,160,4521,3450,1.93,4.14,Low
200059,8.36,17.76,4.16,17,38030,34530,7234,1794,15.85,13.56,High
187507,5,35.7,3.06,18,31257,13898,6757,1799,28.04,15.33,High
170393,0.09,1.2,0.22,6,665,272,4606,3944,1.93,3.4,Low
116763,0.86,4.9,0.31,12,4737,1060,5625,2897,5.62,10.6,Medium
144386,0.06,0.91,0.22,8,647,766,4783,3265,1.9,5.66,Low
117073,0.47,6.75,0.33,10,7261,8374,6310,2447,5.92,8.01,Medium
191882,7.95,32.43,2.84,21,56328,15070,7157,1999,10.06,14.11,High
129427,0.2,1.05,0.08,3,633,185,4998,3216,1.6,4.49,Low
142356,5.66,11.6,3.56,18,36130,56399,7318,1460,35.39,13.25,High
153854,0.43,7.9,0.85,11,4270,5040,6197,2586,5.06,7.33,Medium
174800,8.69,27.95,3.23,21,55148,50749,7540,1064,11.86,14.82,High
129294,0.34,2.1,1.04,12,1665,6056,5268,2817,6.93,8.97,Medium
123260,0.09,1.43,0.24,6,730,879,4114,3042,1.78,3.02,Low
184009,0.17,1.2,0.19,4,699,949,4496,3836,1.53,4.85,Low
127114,6.53,37.97,7.03,20,47131,59558,7319,1712,11.15,14.21,High
111948,0.6,6.79,0.73,14,3088,9037,6039,2958,5.68,10.14,Medium
157214,0.88,6.9,0.73,13,3401,4290,6193,2163,8.48,8.29,Medium
167705,0.13,1.69,0.23,7,703,866,4541,3642,1.73,4.74,Low
205121,0.07,0.55,0.17,7,636,747,4581,3292,2.36,4.08,Low
146492,5.35,29.93,4.44,15,97650,46687,6514,1311,39.58,14.47,High
120293,0.42,4.7,0.39,10,3666,3645,5030,2735,6.73,8.55,Medium
127006,0.69,3.03,0.99,14,3419,9862,5341,2770,7.67,10.62,Medium
125030,10.19,27.68,7.38,17,51904,16858,6589,1538,24.65,15.79,High
159011,2.03,30.55,5.41,23,99850,16815,7531,1922,18.09,12.09,High
205839,0.15,1.52,0.18,3,708,189,4237,3502,2.24,5.19,Low
179176,0.12,1.3,0.08,6,717,437,4751,3144,2.11,3.88,Low
146500,0.8,6.43,1.18,10,3874,3600,5537,2164,5.06,9.25,Medium
161456,0.89,4.56,0.97,14,5357,4883,5410,2232,5.39,6.17,Medium
148363,0.1,1.98,0.04,5,687,517,4119,3859,2.17,3.13,Low
181293,0.04,1.48,0.28,5,652,470,4738,3934,2.41,3.97,Low
194438,0.72,5.66,0.9,13,5288,2162,5459,2985,7.62,6.73,Medium
139047,0.17,0.59,0.26,7,663,728,4183,3654,1.79,4.74,Low
150448,9.37,25.94,5.94,19,23892,15416,6705,1872,15.77,12.91,High
118662,0.15,1.25,0.11,3,732,331,4949,3049,1.58,5.12,Low
208887,0.07,1.29,0.23,3,636,722,4527,3013,2.22,5.56,Low
170501,0.12,0.74,0.14,6,655,974,4401,3001,2.26,4.27,Low
